# system_capacity,flowrate_MGD,LCOW,Total CAPEX (MGD),Total OPEX (MGD/year),SEC,Ozone_CAPEX_frac,Ozone_OPEX_frac,BAF_CAPEX_frac,BAF_OPEX_frac,UF_CAPEX_frac,UF_OPEX_frac,UV_AOP_CAPEX_frac,UV_AOP_OPEX_frac,Cl_CAPEX_frac,Cl_OPEX_frac,RO_CAPEX_frac,RO_OPEX_frac,brine_frac,Total_Opex_frac
2.190630e-01,5.000000e+00,2.066262e+00,6.339796e+01,3.024597e+00,3.106787e+00,1.158002e+01,3.171524e+00,6.678693e+00,3.083679e+00,1.079565e+01,1.088104e+01,1.076182e+01,3.011057e+00,1.060445e+01,1.842309e+00,1.681251e+01,1.008606e+01,6.911990e-01,3.207566e+01
3.231179e-01,7.375000e+00,1.791683e+00,7.700183e+01,4.136058e+00,3.043562e+00,1.003315e+01,3.095660e+00,6.676317e+00,3.401547e+00,1.148140e+01,1.248899e+01,9.397492e+00,2.949994e+00,8.016982e+00,1.394240e+00,1.890772e+01,1.132197e+01,8.345481e-01,3.465239e+01
4.271728e-01,9.750000e+00,1.646684e+00,9.033932e+01,5.240663e+00,3.008035e+00,9.043843e+00,3.053106e+00,6.690059e+00,3.617358e+00,1.185406e+01,1.355211e+01,8.389711e+00,2.891546e+00,6.425469e+00,1.118666e+00,2.029279e+01,1.213767e+01,9.336164e-01,3.637046e+01
5.312278e-01,1.212500e+01,1.555867e+00,1.034530e+02,6.340017e+00,2.984918e+00,8.357940e+00,3.027925e+00,6.710645e+00,3.776053e+00,1.204964e+01,1.431177e+01,7.619834e+00,2.841933e+00,5.348840e+00,9.322622e-01,2.129115e+01,1.272502e+01,1.006991e+00,3.761496e+01
6.352827e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7.393376e-01,1.687500e+01,1.446147e+00,1.290833e+02,8.525540e+00,2.956000e+00,7.473863e+00,3.004549e+00,6.760410e+00,3.999653e+00,1.214565e+01,1.533415e+01,6.521761e+00,2.766925e+00,3.989003e+00,6.968545e-01,2.266453e+01,1.353219e+01,1.110465e+00,3.933433e+01
8.433925e-01,1.925000e+01,1.409687e+00,1.416194e+02,9.612327e+00,2.946128e+00,7.174539e+00,3.000564e+00,6.787311e+00,4.083604e+00,1.210426e+01,1.569791e+01,6.115818e+00,2.738857e+00,3.533592e+00,6.180278e-01,2.316832e+01,1.382807e+01,1.149132e+00,3.996703e+01
9.474475e-01,2.162500e+01,1.380168e+00,1.539772e+02,1.069536e+01,2.938032e+00,6.934678e+00,2.999734e+00,6.814916e+00,4.155836e+00,1.202424e+01,1.599958e+01,5.774369e+00,2.715553e+00,3.169109e+00,5.549464e-01,2.359578e+01,1.407902e+01,1.182234e+00,4.050467e+01
1.051502e+00,2.400000e+01,1.355555e+00,1.661602e+02,1.177473e+01,2.931207e+00,6.739019e+00,3.001234e+00,6.843002e+00,4.219325e+00,1.191473e+01,1.625484e+01,5.482963e+00,2.696155e+00,2.871109e+00,5.033769e-01,2.396650e+01,1.429658e+01,1.211157e+00,4.097152e+01
1.155557e+00,2.637500e+01,1.334540e+00,1.781712e+02,1.285053e+01,2.925322e+00,6.577128e+00,3.004509e+00,6.871446e+00,4.276126e+00,1.178203e+01,1.647450e+01,5.231203e+00,2.679991e+00,2.623152e+00,4.604725e-01,2.429390e+01,1.448868e+01,1.236868e+00,4.138427e+01
1.259612e+00,2.875000e+01,1.316241e+00,1.900122e+02,1.392279e+01,2.920154e+00,6.441628e+00,3.009174e+00,6.900173e+00,4.327703e+00,1.163062e+01,1.666624e+01,5.011415e+00,2.666531e+00,2.413779e+00,4.242489e-01,2.458752e+01,1.466090e+01,1.260060e+00,4.175480e+01
