# system_capacity,flowrate_MGD,LCOW,Total CAPEX (MGD),Total OPEX (MGD/year),SEC,Ozone_CAPEX_frac,Ozone_OPEX_frac,BAF_CAPEX_frac,BAF_OPEX_frac,UF_CAPEX_frac,UF_OPEX_frac,UV_AOP_CAPEX_frac,UV_AOP_OPEX_frac,Cl_CAPEX_frac,Cl_OPEX_frac,RO_CAPEX_frac,RO_OPEX_frac,brine_frac,Total_Opex_frac
4.381260e-01,1.000000e+01,1.732734e+00,8.301622e+01,5.342999e+00,3.179106e+00,5.889658e+00,2.044059e+00,6.099772e+00,3.314456e+00,1.083000e+01,1.243628e+01,7.638835e+00,2.689997e+00,-3.173125e-63,2.308491e-04,2.113060e+01,1.271803e+01,1.520808e+01,3.320306e+01
1.314378e+00,3.000000e+01,1.516658e+00,1.956886e+02,1.500332e+01,3.140034e+00,3.524924e+00,1.785498e+00,5.680786e+00,3.575961e+00,9.483519e+00,1.376613e+01,4.097414e+00,2.270512e+00,-4.442035e-73,2.637378e-04,2.375079e+01,1.428159e+01,1.778261e+01,3.567996e+01
2.190630e+00,5.000000e+01,1.443060e+00,2.958979e+02,2.442091e+01,3.125940e+00,3.029933e+00,1.761852e+00,5.703147e+00,3.717027e+00,7.792204e+00,1.411471e+01,3.114807e+00,2.179709e+00,-6.471274e-67,2.771888e-04,2.481659e+01,1.491722e+01,1.885253e+01,3.669079e+01
3.066882e+00,7.000000e+01,1.391538e+00,3.846169e+02,3.361442e+01,3.115718e+00,2.843076e+00,1.776998e+00,5.798523e+00,3.838464e+00,5.949434e+00,1.428597e+01,2.645000e+00,2.158960e+00,0.000000e+00,2.874518e-04,2.562685e+01,1.540026e+01,1.967618e+01,3.746094e+01
3.943134e+00,9.000000e+01,1.347685e+00,4.620814e+02,4.258809e+01,3.106800e+00,2.764941e+00,1.806851e+00,5.923342e+00,3.955863e+00,3.982386e+00,1.439291e+01,2.371798e+00,2.166918e+00,0.000000e+00,2.968052e-04,2.636354e+01,1.583933e+01,2.043182e+01,3.816217e+01
