# system_capacity,flowrate_MGD,LCOW,Total CAPEX (MGD),Total OPEX (MGD/year),SEC,Ozone_CAPEX_frac,Ozone_OPEX_frac,BAF_CAPEX_frac,BAF_OPEX_frac,UF_CAPEX_frac,UF_OPEX_frac,UV_AOP_CAPEX_frac,UV_AOP_OPEX_frac,Cl_CAPEX_frac,Cl_OPEX_frac,RO_CAPEX_frac,RO_OPEX_frac,brine_frac,Total_Opex_frac
4.381260e-02,1.000000e+00,5.443936e+00,3.878707e+01,1.076843e+00,3.331322e+00,1.788690e+01,3.530775e+00,6.816139e+00,1.892459e+00,7.652576e+00,4.651534e+00,1.344711e+01,2.766163e+00,2.308904e+01,4.004688e+00,7.005916e+00,4.225797e+00,3.030905e+00,2.107142e+01
1.522488e-01,3.475000e+00,2.589911e+00,5.542647e+01,2.365424e+00,3.329206e+00,1.212463e+01,3.005120e+00,6.185477e+00,2.566544e+00,9.280617e+00,8.599054e+00,1.102354e+01,2.824907e+00,1.229099e+01,2.133992e+00,1.471315e+01,8.874217e+00,6.377762e+00,2.800383e+01
2.606850e-01,5.950000e+00,2.099368e+00,7.067276e+01,3.584466e+00,3.240881e+00,9.769137e+00,2.818584e+00,6.000181e+00,2.901565e+00,9.997718e+00,1.044107e+01,9.192300e+00,2.720867e+00,8.424610e+00,1.464300e+00,1.748904e+01,1.052791e+01,8.252715e+00,3.087430e+01
3.691212e-01,8.425000e+00,1.891371e+00,8.559609e+01,4.795578e+00,3.200851e+00,8.442664e+00,2.718476e+00,5.908467e+00,3.100591e+00,1.032413e+01,1.150319e+01,7.943203e+00,2.628237e+00,6.371958e+00,1.108795e+00,1.909056e+01,1.148097e+01,9.378764e+00,3.254025e+01
4.775573e-01,1.090000e+01,1.774697e+00,1.002666e+02,6.001151e+00,3.177641e+00,7.592793e+00,2.657677e+00,5.858251e+00,3.235116e+00,1.046332e+01,1.219742e+01,7.047654e+00,2.555206e+00,5.102465e+00,8.889461e-01,2.015062e+01,1.211146e+01,1.013907e+01,3.364583e+01
5.859935e-01,1.337500e+01,1.699039e+00,1.147139e+02,7.202070e+00,3.162282e+00,7.003095e+00,2.618082e+00,5.830038e+00,3.333896e+00,1.049760e+01,1.268839e+01,6.374287e+00,2.497823e+00,4.242254e+00,7.399876e-01,2.091484e+01,1.256585e+01,1.069385e+01,3.444403e+01
6.944297e-01,1.585000e+01,1.645347e+00,1.289536e+02,8.398762e+00,3.151228e+00,6.571105e+00,2.591228e+00,5.814874e+00,3.410773e+00,1.046676e+01,1.305501e+01,5.848697e+00,2.452138e+00,3.622408e+00,6.326603e-01,2.149935e+01,1.291331e+01,1.112169e+01,3.505512e+01
8.028659e-01,1.832500e+01,1.604802e+00,1.429951e+02,9.591471e+00,3.142792e+00,6.241974e+00,2.572628e+00,5.808080e+00,3.473248e+00,1.039239e+01,1.333991e+01,5.426311e+00,2.415235e+00,3.155471e+00,5.518163e-01,2.196640e+01,1.319089e+01,1.146565e+01,3.554373e+01
9.113021e-01,2.080000e+01,1.572757e+00,1.568447e+02,1.078035e+01,3.136068e+00,5.983673e+00,2.559684e+00,5.806976e+00,3.525747e+00,1.028727e+01,1.356819e+01,5.078921e+00,2.385044e+00,2.791677e+00,4.888355e-01,2.235240e+01,1.342028e+01,1.175130e+01,3.594778e+01
1.019738e+00,2.327500e+01,1.546527e+00,1.705068e+02,1.196550e+01,3.130526e+00,5.776233e+00,2.550786e+00,5.809922e+00,3.571051e+00,1.015946e+01,1.375560e+01,4.787814e+00,2.360087e+00,2.500648e+00,4.384568e-01,2.268014e+01,1.361502e+01,1.199479e+01,3.629100e+01
