# toc conc,effluent_toc_limit,flowrate_MGD,LCOW,Total CAPEX (MGD),Total OPEX (MGD/year),SEC,Ozone_CAPEX_frac,Ozone_OPEX_frac,BAF_CAPEX_frac,BAF_OPEX_frac,UF_CAPEX_frac,UF_OPEX_frac,GAC_CAPEX_frac,GAC_OPEX_frac,UV_AOP_CAPEX_frac,UV_AOP_OPEX_frac,Cl_CAPEX_frac,Cl_OPEX_frac,Total_Opex_frac
7.000000e-03,5.000000e-01,8.000000e+01,1.086727e+00,2.423891e+02,7.344211e+01,2.252155e+00,4.024912e+00,2.225668e+00,6.887741e+00,4.578715e+00,5.141431e+00,1.480665e+01,4.913477e+00,4.991390e+01,3.170403e+00,3.536495e+00,6.763849e-01,1.242214e-01,7.518565e+01
7.000000e-03,5.750000e-01,8.000000e+01,1.040639e+00,2.423891e+02,6.929944e+01,2.252155e+00,4.203169e+00,2.324239e+00,7.192788e+00,4.781499e+00,5.369137e+00,1.546242e+01,5.131087e+00,4.769566e+01,3.310816e+00,3.693121e+00,7.063409e-01,1.297230e-01,7.408666e+01
7.000000e-03,6.500000e-01,8.000000e+01,1.004493e+00,2.423891e+02,6.605042e+01,2.252155e+00,4.354417e+00,2.407876e+00,7.451617e+00,4.953559e+00,5.562343e+00,1.601883e+01,5.315727e+00,4.581352e+01,3.429954e+00,3.826017e+00,7.317582e-01,1.343910e-01,7.315418e+01
7.000000e-03,7.250000e-01,8.000000e+01,9.750021e-01,2.423891e+02,6.339966e+01,2.252155e+00,4.486123e+00,2.480705e+00,7.677002e+00,5.103387e+00,5.730584e+00,1.650334e+01,5.476509e+00,4.417457e+01,3.533698e+00,3.941740e+00,7.538913e-01,1.384559e-01,7.234219e+01
7.000000e-03,8.000000e-01,8.000000e+01,9.500721e-01,2.423891e+02,6.115883e+01,2.252155e+00,4.603839e+00,2.545799e+00,7.878447e+00,5.237300e+00,5.880955e+00,1.693639e+01,5.620212e+00,4.270970e+01,3.626422e+00,4.045172e+00,7.736734e-01,1.420890e-01,7.161645e+01
7.000000e-03,8.750000e-01,8.000000e+01,9.283044e-01,2.423891e+02,5.920223e+01,2.252155e+00,4.711794e+00,2.605495e+00,8.063187e+00,5.360108e+00,6.018856e+00,1.733352e+01,5.752000e+00,4.136632e+01,3.711457e+00,4.140027e+00,7.918151e-01,1.454208e-01,7.095089e+01
7.000000e-03,9.500000e-01,8.000000e+01,9.087368e-01,2.423891e+02,5.744340e+01,2.252155e+00,4.813251e+00,2.661598e+00,8.236809e+00,5.475525e+00,6.148458e+00,1.770676e+01,5.875855e+00,4.010378e+01,3.791375e+00,4.229173e+00,8.088650e-01,1.485521e-01,7.032539e+01
7.000000e-03,1.025000e+00,8.000000e+01,8.906968e-01,2.423891e+02,5.582186e+01,2.252155e+00,4.910738e+00,2.715506e+00,8.403635e+00,5.586425e+00,6.272987e+00,1.806539e+01,5.994863e+00,3.889065e+01,3.868165e+00,4.314830e+00,8.252475e-01,1.515608e-01,6.972436e+01
7.000000e-03,1.100000e+00,8.000000e+01,8.737150e-01,2.423891e+02,5.429546e+01,2.252155e+00,5.006183e+00,2.768285e+00,8.566969e+00,5.695004e+00,6.394910e+00,1.841651e+01,6.111381e+00,3.770292e+01,3.943347e+00,4.398694e+00,8.412872e-01,1.545066e-01,6.913592e+01
7.000000e-03,1.175000e+00,8.000000e+01,8.574716e-01,2.423891e+02,5.283542e+01,2.252155e+00,5.101017e+00,2.820725e+00,8.729256e+00,5.802886e+00,6.516051e+00,1.876538e+01,6.227150e+00,3.652281e+01,4.018047e+00,4.482020e+00,8.572239e-01,1.574334e-01,6.855125e+01
7.000000e-03,1.250000e+00,8.000000e+01,8.417598e-01,2.423891e+02,5.142316e+01,2.252155e+00,5.196229e+00,2.873375e+00,8.892191e+00,5.911199e+00,6.637675e+00,1.911564e+01,6.343382e+00,3.533798e+01,4.093046e+00,4.565679e+00,8.732243e-01,1.603720e-01,6.796425e+01
7.000000e-03,1.325000e+00,8.000000e+01,8.264598e-01,2.423891e+02,5.004791e+01,2.252155e+00,5.292425e+00,2.926569e+00,9.056808e+00,6.020631e+00,6.760556e+00,1.946952e+01,6.460815e+00,3.414092e+01,4.168819e+00,4.650202e+00,8.893899e-01,1.633409e-01,6.737119e+01
7.000000e-03,1.400000e+00,8.000000e+01,8.115180e-01,2.423891e+02,4.870486e+01,2.252155e+00,5.389870e+00,2.980453e+00,9.223564e+00,6.131483e+00,6.885032e+00,1.982800e+01,6.579772e+00,3.292831e+01,4.245576e+00,4.735822e+00,9.057655e-01,1.663483e-01,6.677042e+01
7.000000e-03,1.475000e+00,8.000000e+01,7.969293e-01,2.423891e+02,4.739355e+01,2.252155e+00,5.488537e+00,3.035013e+00,9.392411e+00,6.243727e+00,7.011070e+00,2.019097e+01,6.700222e+00,3.170049e+01,4.323296e+00,4.822517e+00,9.223465e-01,1.693935e-01,6.616212e+01
7.000000e-03,1.550000e+00,8.000000e+01,7.827220e-01,2.423891e+02,4.611653e+01,2.252155e+00,5.588160e+00,3.090102e+00,9.562893e+00,6.357057e+00,7.138328e+00,2.055746e+01,6.821838e+00,3.046079e+01,4.401768e+00,4.910050e+00,9.390880e-01,1.724682e-01,6.554793e+01
7.000000e-03,1.625000e+00,8.000000e+01,7.689446e-01,2.423891e+02,4.487814e+01,2.252155e+00,5.688284e+00,3.145468e+00,9.734234e+00,6.470958e+00,7.266227e+00,2.092579e+01,6.944067e+00,2.921484e+01,4.480636e+00,4.998026e+00,9.559139e-01,1.755584e-01,6.493064e+01
