# system_capacity,flowrate_MGD,LCOW,Total CAPEX (MGD),Total OPEX (MGD/year),SEC,Ozone_CAPEX_frac,Ozone_OPEX_frac,BAF_CAPEX_frac,BAF_OPEX_frac,UF_CAPEX_frac,UF_OPEX_frac,UV_AOP_CAPEX_frac,UV_AOP_OPEX_frac,Cl_CAPEX_frac,Cl_OPEX_frac,RO_CAPEX_frac,RO_OPEX_frac,brine_frac,Total_Opex_frac
4.381260e+00,1.000000e+02,1.366693e+00,5.243969e+02,4.810285e+01,3.166298e+00,4.224850e+00,2.476794e+00,5.812897e+00,3.894241e+00,2.864915e+00,1.400044e+01,2.208159e+00,2.114128e+00,5.229409e-01,9.619358e-02,2.604391e+01,1.564907e+01,2.009146e+01,3.823086e+01
5.301325e+00,1.210000e+02,1.323566e+00,5.916320e+02,5.736854e+01,3.157319e+00,4.243904e+00,2.539167e+00,5.970105e+00,4.019243e+00,6.723407e-01,1.407757e+01,2.064849e+00,2.145691e+00,4.321793e-01,8.063682e-02,2.679321e+01,1.609556e+01,2.086554e+01,3.895787e+01
6.221389e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7.141454e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
