# system_capacity,flowrate_MGD,LCOW,Total CAPEX (MGD),Total OPEX (MGD/year),SEC,Ozone_CAPEX_frac,Ozone_OPEX_frac,BAF_CAPEX_frac,BAF_OPEX_frac,UF_CAPEX_frac,UF_OPEX_frac,UV_AOP_CAPEX_frac,UV_AOP_OPEX_frac,Cl_CAPEX_frac,Cl_OPEX_frac,RO_CAPEX_frac,RO_OPEX_frac,brine_frac,Total_Opex_frac
4.381260e-02,1.000000e+00,4.054046e+00,2.698755e+01,8.722562e-01,3.331322e+00,2.401925e+01,4.741266e+00,9.152984e+00,2.541270e+00,1.027619e+01,6.246266e+00,1.805731e+01,3.714514e+00,3.772370e-66,1.862064e-03,9.407825e+00,5.674570e+00,6.166698e+00,2.291975e+01
2.606850e-01,5.950000e+00,1.980661e+00,6.131158e+01,3.441246e+00,3.278025e+00,1.031040e+01,2.974748e+00,6.332623e+00,3.062328e+00,1.055164e+01,1.101956e+01,9.712603e+00,2.878628e+00,2.039202e-68,3.811219e-03,1.882855e+01,1.134386e+01,1.298124e+01,3.128294e+01
4.775573e-01,1.090000e+01,1.759870e+00,9.242890e+01,5.923341e+00,3.239858e+00,7.596769e+00,2.659069e+00,5.861319e+00,3.236810e+00,1.046880e+01,1.220381e+01,7.067165e+00,2.569822e+00,-5.096277e-53,4.289370e-03,2.085393e+01,1.255317e+01,1.492505e+01,3.322697e+01
6.944297e-01,1.585000e+01,1.667932e+00,1.223890e+02,8.382686e+00,3.223494e+00,6.420765e+00,2.531943e+00,5.681836e+00,3.332738e+00,1.022729e+01,1.275632e+01,5.731330e+00,2.412317e+00,2.729180e-67,4.525806e-03,2.185332e+01,1.314968e+01,1.589794e+01,3.418753e+01
9.113021e-01,2.080000e+01,1.614399e+00,1.514410e+02,1.082432e+01,3.213799e+00,5.768574e+00,2.467669e+00,5.598230e+00,3.399005e+00,9.917469e+00,1.308045e+01,4.912652e+00,2.317410e+00,0.000000e+00,4.675878e-03,2.248676e+01,1.352769e+01,1.651941e+01,3.479690e+01
1.128174e+00,2.575000e+01,1.577585e+00,1.796781e+02,1.325009e+01,3.207038e+00,5.357797e+00,2.431971e+00,5.557810e+00,3.450781e+00,9.569930e+00,1.329521e+01,4.354656e+00,2.254863e+00,-2.863676e-67,4.784993e-03,2.294674e+01,1.380214e+01,1.697331e+01,3.523975e+01
1.345047e+00,3.070000e+01,1.549591e+00,2.071462e+02,1.566089e+01,3.201830e+00,5.078294e+00,2.411677e+00,5.540531e+00,3.494396e+00,9.198017e+00,1.344879e+01,3.947827e+00,2.211420e+00,0.000000e+00,4.871539e-03,2.331069e+01,1.401927e+01,1.733421e+01,3.559043e+01
1.561919e+00,3.565000e+01,1.526836e+00,2.338718e+02,1.805725e+01,3.197549e+00,4.878162e+00,2.400652e+00,5.537130e+00,3.532984e+00,8.808519e+00,1.356455e+01,3.637073e+00,2.180296e+00,-9.727739e-62,4.944024e-03,2.361602e+01,1.420140e+01,1.763827e+01,3.588482e+01
1.778792e+00,4.060000e+01,1.507453e+00,2.598715e+02,2.043947e+01,3.193864e+00,4.729725e+00,2.395659e+00,5.542751e+00,3.568284e+00,8.405259e+00,1.365522e+01,3.391476e+00,2.157639e+00,1.433251e-67,5.007714e-03,2.388307e+01,1.436068e+01,1.790524e+01,3.614249e+01
1.995664e+00,4.555000e+01,1.490374e+00,2.851564e+02,2.280777e+01,3.190586e+00,4.616871e+00,2.394828e+00,5.554612e+00,3.601345e+00,7.990543e+00,1.372837e+01,3.192265e+00,2.141086e+00,2.794979e-71,5.064993e-03,2.412390e+01,1.450430e+01,1.814682e+01,3.637499e+01
2.212536e+00,5.050000e+01,1.474940e+00,3.097343e+02,2.516230e+01,3.187597e+00,4.529585e+00,2.397008e+00,5.571007e+00,3.632839e+00,7.565842e+00,1.378877e+01,3.027342e+00,2.129103e+00,2.524459e-55,5.117993e-03,2.434612e+01,1.463682e+01,1.837045e+01,3.658966e+01
2.429409e+00,5.545000e+01,1.460724e+00,3.336110e+02,2.750316e+01,3.184821e+00,4.461314e+00,2.401451e+00,5.590836e+00,3.663218e+00,7.132119e+00,1.383961e+01,2.888543e+00,2.120650e+00,3.944681e-64,5.167913e-03,2.455477e+01,1.476124e+01,1.858108e+01,3.679133e+01
2.646281e+00,6.040000e+01,1.447434e+00,3.567912e+02,2.983044e+01,3.182208e+00,4.407586e+00,2.407651e+00,5.613356e+00,3.692797e+00,6.690022e+00,1.388308e+01,2.770142e+00,2.114994e+00,0.000000e+00,5.215252e-03,2.475341e+01,1.487967e+01,1.878208e+01,3.698340e+01
2.863153e+00,6.535000e+01,1.434867e+00,3.792778e+02,3.214419e+01,3.179720e+00,4.365254e+00,2.415255e+00,5.638055e+00,3.721807e+00,6.239997e+00,1.392074e+01,2.668003e+00,2.111602e+00,1.842562e-54,5.260931e-03,2.494449e+01,1.499359e+01,1.897594e+01,3.716825e+01
3.080026e+00,7.030000e+01,1.422873e+00,4.010736e+02,3.444446e+01,3.177329e+00,4.332032e+00,2.424007e+00,5.664566e+00,3.750420e+00,5.782346e+00,1.395374e+01,2.579055e+00,2.110079e+00,1.520171e-70,5.305387e-03,2.512987e+01,1.510410e+01,1.916448e+01,3.734766e+01
3.296898e+00,7.525000e+01,1.411344e+00,4.221812e+02,3.673130e+01,3.175020e+00,4.306221e+00,2.433721e+00,5.692615e+00,3.778762e+00,5.317268e+00,1.398295e+01,2.500971e+00,2.110124e+00,3.767171e-53,5.348613e-03,2.531096e+01,1.521206e+01,1.934900e+01,3.752296e+01
3.513771e+00,8.020000e+01,1.400196e+00,4.426019e+02,3.900473e+01,3.172773e+00,4.286538e+00,2.444256e+00,5.722008e+00,3.806939e+00,4.844896e+00,1.400903e+01,2.431950e+00,2.111506e+00,4.597281e-67,5.391199e-03,2.548881e+01,1.531807e+01,1.953061e+01,3.769519e+01
3.730643e+00,8.515000e+01,1.389363e+00,4.623369e+02,4.126475e+01,3.170578e+00,4.271991e+00,2.455506e+00,5.752591e+00,3.835032e+00,4.365307e+00,1.403250e+01,2.370580e+00,2.114040e+00,-1.608122e-71,5.433347e-03,2.566425e+01,1.542264e+01,1.971013e+01,3.786515e+01
3.947515e+00,9.010000e+01,1.378797e+00,4.813883e+02,4.351143e+01,3.168430e+00,4.261799e+00,2.467386e+00,5.784247e+00,3.863103e+00,3.878532e+00,1.405375e+01,2.315732e+00,2.117582e+00,0.000000e+00,5.474872e-03,2.583801e+01,1.552620e+01,1.988819e+01,3.803349e+01
4.164388e+00,9.505000e+01,1.368455e+00,4.997560e+02,4.574472e+01,3.166315e+00,4.255349e+00,2.479833e+00,5.816891e+00,3.891211e+00,3.384579e+00,1.407313e+01,2.266498e+00,2.122014e+00,-7.996754e-64,5.516364e-03,2.601056e+01,1.562904e+01,2.006539e+01,3.820074e+01
4.381260e+00,1.000000e+02,1.358305e+00,5.174420e+02,4.796471e+01,3.164234e+00,4.252142e+00,2.492794e+00,5.850447e+00,3.919397e+00,2.883422e+00,1.409088e+01,2.222131e+00,2.127241e+00,-1.752299e-72,5.557464e-03,2.618243e+01,1.573146e+01,2.024209e+01,3.836733e+01
